,File Header,t1,t2,hash,hashed_filepath,og_filepath,intent,topic,speaker,form,intent2,overall_change,f0_slope
277,158. Sound 1209353327005118474,1.0101,1.9548,1209353327005118474,data/raw/scaled_stimuli_hashed/1209353327005118474.wav,data/raw/scaled_stimuli_hashed/19_question_window.wav,question,window,19,conventional,non-request,4.540758911105186,-0.1907285223923991
278,159. Sound 199180889967848198,0.7488,1.4431,199180889967848198,data/raw/scaled_stimuli_hashed/199180889967848198.wav,data/raw/scaled_stimuli_hashed/9_request_piano.wav,request,piano,9,conventional,request,6.568794361518215,0.10952242754230457
279,160. Sound 237372700795923918,1.0739,1.8311,237372700795923918,data/raw/scaled_stimuli_hashed/237372700795923918.wav,data/raw/scaled_stimuli_hashed/17_request_phone.wav,request,phone,17,non-conventional,request,44.75444043837385,-0.8264582065250834
280,161. Sound 325507398711772985,0.5072,1.3291,325507398711772985,data/raw/scaled_stimuli_hashed/325507398711772985.wav,data/raw/scaled_stimuli_hashed/25_question_temp.wav,question,temp,25,conventional,non-request,-8.968835194178695,0.26389985006235467
281,162. Sound 37789677017441869,0.8169,1.3782,37789677017441869,data/raw/scaled_stimuli_hashed/37789677017441869.wav,data/raw/scaled_stimuli_hashed/7_statement_phone.wav,statement,phone,7,non-conventional,non-request,-0.8293372466481088,0.008931016925703623
282,163. Sound 473460139813288502,0.8243,1.6327,473460139813288502,data/raw/scaled_stimuli_hashed/473460139813288502.wav,data/raw/scaled_stimuli_hashed/20_request_temp.wav,request,temp,20,conventional,request,-33.3416911966888,-0.6917231106107468
283,164. Sound 481488786970753611,0.6184,1.7319,481488786970753611,data/raw/scaled_stimuli_hashed/481488786970753611.wav,data/raw/scaled_stimuli_hashed/24_request_window.wav,request,window,24,conventional,request,-12.449406377916532,0.09318534854194692
284,165. Sound 549450214284733689,0.6217,1.4325,549450214284733689,data/raw/scaled_stimuli_hashed/549450214284733689.wav,data/raw/scaled_stimuli_hashed/17_request_piano.wav,request,piano,17,conventional,request,-155.42937711812638,-0.19552091381153522
285,166. Sound 600474558327564876,0.928,1.3837,600474558327564876,data/raw/scaled_stimuli_hashed/600474558327564876.wav,data/raw/scaled_stimuli_hashed/18_request_back.wav,request,back,18,non-conventional,request,-14.511750689957054,-0.3467468691997132
286,167. Sound 609362562265015014,0.6925,1.2985,609362562265015014,data/raw/scaled_stimuli_hashed/609362562265015014.wav,data/raw/scaled_stimuli_hashed/5_request_window.wav,request,window,5,conventional,request,31.967900890176253,-0.47081867567408475
287,168. Sound 689283053010015139,1.2149,2.0952,689283053010015139,data/raw/scaled_stimuli_hashed/689283053010015139.wav,data/raw/scaled_stimuli_hashed/22_request_piano.wav,request,piano,22,conventional,request,32.67353285403773,-0.12322947665132825
288,169. Sound 727379373538164725,0.6924,1.2489,727379373538164725,data/raw/scaled_stimuli_hashed/727379373538164725.wav,data/raw/scaled_stimuli_hashed/18_question_door.wav,question,door,18,conventional,non-request,7.7342520085052655,-0.18722686220244517
289,170. Sound 773955735438046611,0.9868,1.9607,773955735438046611,data/raw/scaled_stimuli_hashed/773955735438046611.wav,data/raw/scaled_stimuli_hashed/22_statement_office.wav,statement,office,22,non-conventional,non-request,16.646499317978993,-0.28858984164747054
290,171. Sound 833236874373641839,0.8072,1.3553,833236874373641839,data/raw/scaled_stimuli_hashed/833236874373641839.wav,data/raw/scaled_stimuli_hashed/7_question_piano.wav,question,piano,7,conventional,non-request,-2.482932399417166,-0.12670425489409878
291,172. Sound 853802586747533334,0.6618,1.3039,853802586747533334,data/raw/scaled_stimuli_hashed/853802586747533334.wav,data/raw/scaled_stimuli_hashed/19_statement_soup.wav,statement,soup,19,non-conventional,non-request,9.992434612150916,-0.15600537949722448
292,173. Sound 905940807852880324,1.0585,1.7239,905940807852880324,data/raw/scaled_stimuli_hashed/905940807852880324.wav,data/raw/scaled_stimuli_hashed/8_statement_car.wav,statement,car,8,non-conventional,non-request,3.4701297888510254,-0.06650958210921809
293,174. Sound 92836730773300524,0.6066,1.4088,92836730773300524,data/raw/scaled_stimuli_hashed/92836730773300524.wav,data/raw/scaled_stimuli_hashed/6_request_piano.wav,request,piano,6,conventional,request,-27.994897024050914,-0.24929443195365653
294,175. Sound 934078228969455356,0.7953,1.5637,934078228969455356,data/raw/scaled_stimuli_hashed/934078228969455356.wav,data/raw/scaled_stimuli_hashed/2_question_temp.wav,question,temp,2,conventional,non-request,9.613477612726598,0.4588606003310147
295,176. Sound 993111024831872850,1.4745,2.4065,993111024831872850,data/raw/scaled_stimuli_hashed/993111024831872850.wav,data/raw/scaled_stimuli_hashed/22_question_piano.wav,question,piano,22,conventional,non-request,16.66382788036873,-0.32729365621587525
296,1. Sound -8813524718458363992,1.6247,2.0594,-8813524718458363992,data/raw/scaled_stimuli_hashed/-8813524718458363992.wav,data/raw/scaled_stimuli_hashed/7_statement_office.wav,statement,office,7,non-conventional,non-request,-13.813274267510025,-0.08982039625465113
297,2. Sound -8870126123215728262,0.8911,1.7377,-8870126123215728262,data/raw/scaled_stimuli_hashed/-8870126123215728262.wav,data/raw/scaled_stimuli_hashed/22_statement_laptop.wav,statement,laptop,22,non-conventional,non-request,9.75319490012437,-0.35452887638372677
298,3. Sound -9047716096265802270,1.1661,1.7224,-9047716096265802270,data/raw/scaled_stimuli_hashed/-9047716096265802270.wav,data/raw/scaled_stimuli_hashed/21_request_laptop.wav,request,laptop,21,non-conventional,request,31.539044057396595,-0.12084171518811429
299,4. Sound -9061689739307405256,0.7775,1.3173,-9061689739307405256,data/raw/scaled_stimuli_hashed/-9061689739307405256.wav,data/raw/scaled_stimuli_hashed/24_statement_laptop.wav,statement,laptop,24,non-conventional,non-request,-5.606723235356327,-0.12891329483498026
300,5. Sound -9123971374336666114,0.7442,1.2215,-9123971374336666114,data/raw/scaled_stimuli_hashed/-9123971374336666114.wav,data/raw/scaled_stimuli_hashed/7_request_Spanish.wav,request,Spanish,7,conventional,request,1.5142684581884964,-0.062369579467084296
301,6. Sound -9151842239824580311,0.8155,1.369,-9151842239824580311,data/raw/scaled_stimuli_hashed/-9151842239824580311.wav,data/raw/scaled_stimuli_hashed/21_request_Spanish.wav,request,Spanish,21,conventional,request,3.724465070642566,0.25070814451240797
302,7. Sound 1006391116744306155,1.08,1.7806,1006391116744306155,data/raw/scaled_stimuli_hashed/1006391116744306155.wav,data/raw/scaled_stimuli_hashed/9_question_temp.wav,question,temp,9,conventional,non-request,-11.53136607146638,-0.08851335373623807
303,8. Sound 1065969960083257716,0.8636,1.5635,1065969960083257716,data/raw/scaled_stimuli_hashed/1065969960083257716.wav,data/raw/scaled_stimuli_hashed/11_request_piano.wav,request,piano,11,conventional,request,28.117334634703695,1.451082503624946
304,9. Sound 1136778628037875625,1.2603,1.526,1136778628037875625,data/raw/scaled_stimuli_hashed/1136778628037875625.wav,data/raw/scaled_stimuli_hashed/6_request_office.wav,request,office,6,non-conventional,request,-18.730102914262147,-0.6170054266542851
305,10. Sound 1171179695817525925,0.7929,1.3376,1171179695817525925,data/raw/scaled_stimuli_hashed/1171179695817525925.wav,data/raw/scaled_stimuli_hashed/9_request_car.wav,request,car,9,non-conventional,request,12.953849757182567,-1.5741071084891227
306,11. Sound 1209353327005118474,1.1715,1.9298,1209353327005118474,data/raw/scaled_stimuli_hashed/1209353327005118474.wav,data/raw/scaled_stimuli_hashed/19_question_window.wav,question,window,19,conventional,non-request,4.540758911105186,-0.1907285223923991
307,12. Sound 1229737857344513722,1.2538,1.9336,1229737857344513722,data/raw/scaled_stimuli_hashed/1229737857344513722.wav,data/raw/scaled_stimuli_hashed/25_request_car.wav,request,car,25,non-conventional,request,-0.7762453133008194,-0.06752713179026834
308,13. Sound 1234414891882467328,0.7556,1.3084,1234414891882467328,data/raw/scaled_stimuli_hashed/1234414891882467328.wav,data/raw/scaled_stimuli_hashed/21_question_Spanish.wav,question,Spanish,21,conventional,non-request,9.01643812745644,0.6022203544767714
309,14. Sound 1242808885867370102,0.6153,1.0792,1242808885867370102,data/raw/scaled_stimuli_hashed/1242808885867370102.wav,data/raw/scaled_stimuli_hashed/11_statement_soup.wav,statement,soup,11,non-conventional,non-request,-4.037054139773147,-1.5938030839850938
310,15. Sound 1255604934321178265,0.7028,1.595,1255604934321178265,data/raw/scaled_stimuli_hashed/1255604934321178265.wav,data/raw/scaled_stimuli_hashed/8_request_temp.wav,request,temp,8,conventional,request,-0.7569114633330258,-0.01714148016713528
311,16. Sound 199180889967848198,0.8423,1.4214,199180889967848198,data/raw/scaled_stimuli_hashed/199180889967848198.wav,data/raw/scaled_stimuli_hashed/9_request_piano.wav,request,piano,9,conventional,request,6.568794361518215,0.10952242754230457
312,17. Sound 237372700795923918,1.1296,1.7973,237372700795923918,data/raw/scaled_stimuli_hashed/237372700795923918.wav,data/raw/scaled_stimuli_hashed/17_request_phone.wav,request,phone,17,non-conventional,request,44.75444043837385,-0.8264582065250834
313,18. Sound 325507398711772985,0.5746,1.3222,325507398711772985,data/raw/scaled_stimuli_hashed/325507398711772985.wav,data/raw/scaled_stimuli_hashed/25_question_temp.wav,question,temp,25,conventional,non-request,-8.968835194178695,0.26389985006235467
314,19. Sound 37789677017441869,0.8254,1.3711,37789677017441869,data/raw/scaled_stimuli_hashed/37789677017441869.wav,data/raw/scaled_stimuli_hashed/7_statement_phone.wav,statement,phone,7,non-conventional,non-request,-0.8293372466481088,0.008931016925703623
315,20. Sound 473460139813288502,0.8243,1.5749,473460139813288502,data/raw/scaled_stimuli_hashed/473460139813288502.wav,data/raw/scaled_stimuli_hashed/20_request_temp.wav,request,temp,20,conventional,request,-33.3416911966888,-0.6917231106107468
316,21. Sound 481488786970753611,0.649,1.5056,481488786970753611,data/raw/scaled_stimuli_hashed/481488786970753611.wav,data/raw/scaled_stimuli_hashed/24_request_window.wav,request,window,24,conventional,request,-12.449406377916532,0.09318534854194692
317,22. Sound 549450214284733689,0.6154,1.4215,549450214284733689,data/raw/scaled_stimuli_hashed/549450214284733689.wav,data/raw/scaled_stimuli_hashed/17_request_piano.wav,request,piano,17,conventional,request,-155.42937711812638,-0.19552091381153522
318,23. Sound 600474558327564876,0.8974,1.3472,600474558327564876,data/raw/scaled_stimuli_hashed/600474558327564876.wav,data/raw/scaled_stimuli_hashed/18_request_back.wav,request,back,18,non-conventional,request,-14.511750689957054,-0.3467468691997132
319,24. Sound 609362562265015014,0.7143,1.2944,609362562265015014,data/raw/scaled_stimuli_hashed/609362562265015014.wav,data/raw/scaled_stimuli_hashed/5_request_window.wav,request,window,5,conventional,request,31.967900890176253,-0.47081867567408475
320,25. Sound 689283053010015139,1.1907,1.9404,689283053010015139,data/raw/scaled_stimuli_hashed/689283053010015139.wav,data/raw/scaled_stimuli_hashed/22_request_piano.wav,request,piano,22,conventional,request,32.67353285403773,-0.12322947665132825
321,26. Sound 727379373538164725,0.6502,1.2381,727379373538164725,data/raw/scaled_stimuli_hashed/727379373538164725.wav,data/raw/scaled_stimuli_hashed/18_question_door.wav,question,door,18,conventional,non-request,7.7342520085052655,-0.18722686220244517
322,27. Sound 773955735438046611,1.34,1.9567,773955735438046611,data/raw/scaled_stimuli_hashed/773955735438046611.wav,data/raw/scaled_stimuli_hashed/22_statement_office.wav,statement,office,22,non-conventional,non-request,16.646499317978993,-0.28858984164747054
323,27. Sound 773955735438046611,1.34,1.9567,773955735438046611,data/raw/scaled_stimuli_hashed/773955735438046611.wav,data/raw/scaled_stimuli_hashed/22_statement_office.wav,statement,office,22,non-conventional,non-request,16.646499317978993,-0.28858984164747054
324,28. Sound 833236874373641839,0.8637,1.3695,833236874373641839,data/raw/scaled_stimuli_hashed/833236874373641839.wav,data/raw/scaled_stimuli_hashed/7_question_piano.wav,question,piano,7,conventional,non-request,-2.482932399417166,-0.12670425489409878
325,29. Sound 853802586747533334,0.6938,1.2807,853802586747533334,data/raw/scaled_stimuli_hashed/853802586747533334.wav,data/raw/scaled_stimuli_hashed/19_statement_soup.wav,statement,soup,19,non-conventional,non-request,9.992434612150916,-0.15600537949722448
326,30. Sound 905940807852880324,0.8649,1.7221,905940807852880324,data/raw/scaled_stimuli_hashed/905940807852880324.wav,data/raw/scaled_stimuli_hashed/8_statement_car.wav,statement,car,8,non-conventional,non-request,3.4701297888510254,-0.06650958210921809
327,31. Sound 92836730773300524,0.659,1.3759,92836730773300524,data/raw/scaled_stimuli_hashed/92836730773300524.wav,data/raw/scaled_stimuli_hashed/6_request_piano.wav,request,piano,6,conventional,request,-27.994897024050914,-0.24929443195365653
328,32. Sound 934078228969455356,0.7953,1.5604,934078228969455356,data/raw/scaled_stimuli_hashed/934078228969455356.wav,data/raw/scaled_stimuli_hashed/2_question_temp.wav,question,temp,2,conventional,non-request,9.613477612726598,0.4588606003310147
329,33. Sound 993111024831872850,1.4745,2.4096,993111024831872850,data/raw/scaled_stimuli_hashed/993111024831872850.wav,data/raw/scaled_stimuli_hashed/22_question_piano.wav,question,piano,22,conventional,non-request,16.66382788036873,-0.32729365621587525
330,2. Sound -2242217590366958594,0.9754,1.3818,-2242217590366958594,data/raw/scaled_stimuli_hashed/-2242217590366958594.wav,data/raw/scaled_stimuli_hashed/18_statement_back.wav,statement,back,18,non-conventional,non-request,-26.49166523571577,-0.5827153270784802
331,3. Sound -577468703600877128,0.9519,1.5166,-577468703600877128,data/raw/scaled_stimuli_hashed/-577468703600877128.wav,data/raw/scaled_stimuli_hashed/3_statement_laptop.wav,statement,laptop,3,non-conventional,non-request,-54.402792637616955,-0.5807124522994626
332,4. Sound 1340725632146472148,1.4305,2.0561,1340725632146472148,data/raw/scaled_stimuli_hashed/1340725632146472148.wav,data/raw/scaled_stimuli_hashed/17_request_back.wav,request,back,17,non-conventional,request,-86.08145910771702,-0.9397572522990911
333,5. Sound 1390761444342896700,0.5234,1.1503,1390761444342896700,data/raw/scaled_stimuli_hashed/1390761444342896700.wav,data/raw/scaled_stimuli_hashed/21_question_box.wav,question,box,21,conventional,non-request,-17.935370992802916,-0.5062313774996829
334,6. Sound 1466808693304802983,0.9992,1.4397,1466808693304802983,data/raw/scaled_stimuli_hashed/1466808693304802983.wav,data/raw/scaled_stimuli_hashed/6_statement_back.wav,statement,back,6,non-conventional,non-request,-68.55256641831284,-0.8268903259986817
335,7. Sound 1523990606776449348,0.7528,1.5686,1523990606776449348,data/raw/scaled_stimuli_hashed/1523990606776449348.wav,data/raw/scaled_stimuli_hashed/8_question_temp.wav,question,temp,8,conventional,non-request,3.2452415694668844,-0.03516986906010894
336,8. Sound 1536581532872588801,0.6487,1.5619,1536581532872588801,data/raw/scaled_stimuli_hashed/1536581532872588801.wav,data/raw/scaled_stimuli_hashed/22_question_temp.wav,question,temp,22,conventional,non-request,36.0180512631958,-1.1016717054597116
337,9. Sound 1549884714973215202,0.7187,1.6126,1549884714973215202,data/raw/scaled_stimuli_hashed/1549884714973215202.wav,data/raw/scaled_stimuli_hashed/20_question_piano.wav,question,piano,20,conventional,non-request,39.65429297118317,1.3251335822141643
338,10. Sound 1592653771848242991,0.6152,1.2458,1592653771848242991,data/raw/scaled_stimuli_hashed/1592653771848242991.wav,data/raw/scaled_stimuli_hashed/6_request_box.wav,request,box,6,conventional,request,-35.737294152815366,-1.2212522074607197
339,11. Sound 1602279523136016575,0.7433,1.5811,1602279523136016575,data/raw/scaled_stimuli_hashed/1602279523136016575.wav,data/raw/scaled_stimuli_hashed/24_request_car.wav,request,car,24,non-conventional,request,-13.70890827586652,-0.06766493059538241
340,12. Sound 1664918748833065275,0.6522,1.3311,1664918748833065275,data/raw/scaled_stimuli_hashed/1664918748833065275.wav,data/raw/scaled_stimuli_hashed/17_question_door.wav,question,door,17,conventional,non-request,-66.83346688298468,-2.607969570848121
341,13. Sound 1676892173878579569,0.7237,1.6035,1676892173878579569,data/raw/scaled_stimuli_hashed/1676892173878579569.wav,data/raw/scaled_stimuli_hashed/1_request_office.wav,request,office,1,non-conventional,request,44.71559713379557,-0.22602569583085644
342,14. Sound 1693470879781556877,0.7221,1.2637,1693470879781556877,data/raw/scaled_stimuli_hashed/1693470879781556877.wav,data/raw/scaled_stimuli_hashed/19_statement_phone.wav,statement,phone,19,non-conventional,non-request,0.15888493788483515,-0.3613793798286253
343,15. Sound 1709555140088998767,1.2244,1.7542,1709555140088998767,data/raw/scaled_stimuli_hashed/1709555140088998767.wav,data/raw/scaled_stimuli_hashed/25_question_box.wav,question,box,25,conventional,non-request,-0.12876317758082223,0.06597169134103503
344,16. Sound 1718714005980285969,0.7256,1.3923,1718714005980285969,data/raw/scaled_stimuli_hashed/1718714005980285969.wav,data/raw/scaled_stimuli_hashed/21_question_temp.wav,question,temp,21,conventional,non-request,-12.398330179255908,0.36283085061273695
345,17. Sound 1735110158553954696,0.724,1.074,1735110158553954696,data/raw/scaled_stimuli_hashed/1735110158553954696.wav,data/raw/scaled_stimuli_hashed/7_statement_soup.wav,statement,soup,7,non-conventional,non-request,-6.747443234458004,-0.009954992660125154
346,18. Sound 1743412061117071153,0.9969,1.821,1743412061117071153,data/raw/scaled_stimuli_hashed/1743412061117071153.wav,data/raw/scaled_stimuli_hashed/1_question_door.wav,question,door,1,conventional,non-request,-24.647704910525334,-0.5129927667336943
347,19. Sound 1745703204741037678,0.8436,1.3275,1745703204741037678,data/raw/scaled_stimuli_hashed/1745703204741037678.wav,data/raw/scaled_stimuli_hashed/9_request_soup.wav,request,soup,9,non-conventional,request,14.340597308098609,-0.18913368386828888
348,20. Sound 1764831444340330368,0.6269,1.1875,1764831444340330368,data/raw/scaled_stimuli_hashed/1764831444340330368.wav,data/raw/scaled_stimuli_hashed/17_statement_phone.wav,statement,phone,17,non-conventional,non-request,-78.63197508463213,-2.6009718670915234
349,21. Sound 1808733417040121384,0.7927,1.6436,1808733417040121384,data/raw/scaled_stimuli_hashed/1808733417040121384.wav,data/raw/scaled_stimuli_hashed/9_question_window.wav,question,window,9,conventional,non-request,3.332162009462138,0.15839743561866396
350,22. Sound 1821792004382480632,1.0863,1.7154,1821792004382480632,data/raw/scaled_stimuli_hashed/1821792004382480632.wav,data/raw/scaled_stimuli_hashed/11_question_door.wav,question,door,11,conventional,non-request,184.53628527136254,1.133531449329641
351,23. Sound 1845499980229627802,1.0525,1.4952,1845499980229627802,data/raw/scaled_stimuli_hashed/1845499980229627802.wav,data/raw/scaled_stimuli_hashed/1_request_Spanish.wav,request,Spanish,1,conventional,request,55.51149803428039,-0.33825211368836694
352,24. Sound 1911992606352864926,0.6676,1.325,1911992606352864926,data/raw/scaled_stimuli_hashed/1911992606352864926.wav,data/raw/scaled_stimuli_hashed/8_request_phone.wav,request,phone,8,non-conventional,request,1.647985817054547,-0.01023766393246332
353,25. Sound 1991806532121070084,0.6934,1.2493,1991806532121070084,data/raw/scaled_stimuli_hashed/1991806532121070084.wav,data/raw/scaled_stimuli_hashed/24_request_door.wav,request,door,24,conventional,request,-6.296925541680608,-0.20099091718283146
354,26. Sound 1999878179342532876,1.0159,1.9304,1999878179342532876,data/raw/scaled_stimuli_hashed/1999878179342532876.wav,data/raw/scaled_stimuli_hashed/20_request_laptop.wav,request,laptop,20,non-conventional,request,-25.013910513508108,-0.5954959861707448
355,27. Sound 2005818121716471463,0.6444,1.2417,2005818121716471463,data/raw/scaled_stimuli_hashed/2005818121716471463.wav,data/raw/scaled_stimuli_hashed/19_request_box.wav,request,box,19,conventional,request,14.51860685220008,0.0470255054385064
356,28. Sound 2010100881353993478,0.6444,1.2789,2010100881353993478,data/raw/scaled_stimuli_hashed/2010100881353993478.wav,data/raw/scaled_stimuli_hashed/4_request_phone.wav,request,phone,4,non-conventional,request,-32.22366563138678,-0.3928738424627485
357,29. Sound 2014901168442329355,0.5399,1.0782,2014901168442329355,data/raw/scaled_stimuli_hashed/2014901168442329355.wav,data/raw/scaled_stimuli_hashed/7_request_door.wav,request,door,7,conventional,request,12.285006616391371,-0.23607754351558494
358,30. Sound 2058900737000248289,0.6966,1.3826,2058900737000248289,data/raw/scaled_stimuli_hashed/2058900737000248289.wav,data/raw/scaled_stimuli_hashed/18_request_piano.wav,request,piano,18,conventional,request,1.8787329911612431,0.12694720950800556
359,31. Sound 2197396464778014863,0.7487,1.6004,2197396464778014863,data/raw/scaled_stimuli_hashed/2197396464778014863.wav,data/raw/scaled_stimuli_hashed/19_request_temp.wav,request,temp,19,conventional,request,14.209058993108272,0.11258049930623937
360,32. Sound 2221319182999194005,0.6618,1.323,2221319182999194005,data/raw/scaled_stimuli_hashed/2221319182999194005.wav,data/raw/scaled_stimuli_hashed/4_request_temp.wav,request,temp,4,conventional,request,-14.530135376735132,0.2784562354000795
361,33. Sound 2278162986697356812,0.9426,1.4605,2278162986697356812,data/raw/scaled_stimuli_hashed/2278162986697356812.wav,data/raw/scaled_stimuli_hashed/7_statement_laptop.wav,statement,laptop,7,non-conventional,non-request,-7.987798892576194,-0.016711802902278864
362,34. Sound 2313742863864366215,0.4932,1.3176,2313742863864366215,data/raw/scaled_stimuli_hashed/2313742863864366215.wav,data/raw/scaled_stimuli_hashed/7_request_box.wav,request,box,7,conventional,request,-3.421815148957023,-0.04335797847213967
363,35. Sound 2370729108637554704,0.6037,1.1895,2370729108637554704,data/raw/scaled_stimuli_hashed/2370729108637554704.wav,data/raw/scaled_stimuli_hashed/18_question_piano.wav,question,piano,18,conventional,non-request,-125.17428702982573,-0.3770632756395509
364,36. Sound 2495435444855696464,0.8011,1.5867,2495435444855696464,data/raw/scaled_stimuli_hashed/2495435444855696464.wav,data/raw/scaled_stimuli_hashed/5_request_phone.wav,request,phone,5,non-conventional,request,45.904466384516525,-0.3336303147451171
365,37. Sound 2547026232839889193,0.7721,1.4894,2547026232839889193,data/raw/scaled_stimuli_hashed/2547026232839889193.wav,data/raw/scaled_stimuli_hashed/11_statement_office.wav,statement,office,11,non-conventional,non-request,31.357972368468012,-1.2417375522770677
366,38. Sound 2663682736822890389,0.9462,1.7746,2663682736822890389,data/raw/scaled_stimuli_hashed/2663682736822890389.wav,data/raw/scaled_stimuli_hashed/20_statement_car.wav,statement,car,20,non-conventional,non-request,-36.32415667437181,-0.42040787271709384
367,39. Sound 2674072532093837145,0.7953,1.5686,2674072532093837145,data/raw/scaled_stimuli_hashed/2674072532093837145.wav,data/raw/scaled_stimuli_hashed/11_statement_car.wav,statement,car,11,non-conventional,non-request,-61.60205695346767,-1.4733873391469383
368,40. Sound 2732289243726507793,0.6037,1.1833,2732289243726507793,data/raw/scaled_stimuli_hashed/2732289243726507793.wav,data/raw/scaled_stimuli_hashed/4_statement_phone.wav,statement,phone,4,non-conventional,non-request,-11.599628041800912,-0.30612948356782577
369,41. Sound 2814048390593777493,0.6908,1.2172,2814048390593777493,data/raw/scaled_stimuli_hashed/2814048390593777493.wav,data/raw/scaled_stimuli_hashed/7_request_laptop.wav,request,laptop,7,non-conventional,request,3.441090413571928,-0.31302037246640263
370,42. Sound 2836418656195586105,0.6248,1.4639,2836418656195586105,data/raw/scaled_stimuli_hashed/2836418656195586105.wav,data/raw/scaled_stimuli_hashed/6_request_temp.wav,request,temp,6,conventional,request,-20.897225924520257,0.23426008422623734
371,43. Sound 2922789888419282309,0.6277,1.5603,2922789888419282309,data/raw/scaled_stimuli_hashed/2922789888419282309.wav,data/raw/scaled_stimuli_hashed/24_question_temp.wav,question,temp,24,conventional,non-request,-8.830664113828206,-0.07704160743276127
372,44. Sound 2938839130251896947,0.5921,1.1654,2938839130251896947,data/raw/scaled_stimuli_hashed/2938839130251896947.wav,data/raw/scaled_stimuli_hashed/4_question_piano.wav,question,piano,4,conventional,non-request,-12.613576343333449,0.17603596043300584
373,45. Sound 2949964213935349538,1.0739,1.9698,2949964213935349538,data/raw/scaled_stimuli_hashed/2949964213935349538.wav,data/raw/scaled_stimuli_hashed/20_request_phone.wav,request,phone,20,non-conventional,request,-57.18857586255439,-0.7969004866098832
374,46. Sound 3008678334411118653,0.8707,1.7301,3008678334411118653,data/raw/scaled_stimuli_hashed/3008678334411118653.wav,data/raw/scaled_stimuli_hashed/7_request_office.wav,request,office,7,non-conventional,request,-3.0121329763833558,-0.1889966012247485
375,47. Sound 3027117287952061321,0.7179,1.2931,3027117287952061321,data/raw/scaled_stimuli_hashed/3027117287952061321.wav,data/raw/scaled_stimuli_hashed/5_request_piano.wav,request,piano,5,conventional,request,-55.897700938750035,-1.3279643424911933
376,48. Sound 3060544544827492775,0.6353,1.4659,3060544544827492775,data/raw/scaled_stimuli_hashed/3060544544827492775.wav,data/raw/scaled_stimuli_hashed/5_question_box.wav,question,box,5,conventional,non-request,61.802270873091615,-0.7410373141689829
377,49. Sound 3068143965087131733,0.8591,1.7017,3068143965087131733,data/raw/scaled_stimuli_hashed/3068143965087131733.wav,data/raw/scaled_stimuli_hashed/22_statement_back.wav,statement,back,22,non-conventional,non-request,-4.602743676915978,-0.11362796607800107
378,50. Sound 3089620174507303335,0.7314,1.4427,3089620174507303335,data/raw/scaled_stimuli_hashed/3089620174507303335.wav,data/raw/scaled_stimuli_hashed/2_request_laptop.wav,request,laptop,2,non-conventional,request,-33.31240776310753,-0.9368769461697902
379,51. Sound 3094960544408588975,0.7779,1.5551,3094960544408588975,data/raw/scaled_stimuli_hashed/3094960544408588975.wav,data/raw/scaled_stimuli_hashed/24_statement_back.wav,statement,back,24,non-conventional,non-request,-29.562342889530257,-0.03361296853210079
380,52. Sound 3101044683196751271,1.0718,2.1296,3101044683196751271,data/raw/scaled_stimuli_hashed/3101044683196751271.wav,data/raw/scaled_stimuli_hashed/1_request_back.wav,request,back,1,non-conventional,request,30.056915082963755,-0.07684248097943648
381,53. Sound 3108242819841234867,0.7627,1.2136,3108242819841234867,data/raw/scaled_stimuli_hashed/3108242819841234867.wav,data/raw/scaled_stimuli_hashed/3_statement_soup.wav,statement,soup,3,non-conventional,non-request,-21.03443651149047,-0.1327872290242903
382,54. Sound 3160638160501520486,0.981,1.846,3160638160501520486,data/raw/scaled_stimuli_hashed/3160638160501520486.wav,data/raw/scaled_stimuli_hashed/20_request_door.wav,request,door,20,conventional,request,-19.6135206880858,-0.6655116476096885
383,55. Sound 3173471304893025757,1.3405,2.6302,3173471304893025757,data/raw/scaled_stimuli_hashed/3173471304893025757.wav,data/raw/scaled_stimuli_hashed/1_question_Spanish.wav,question,Spanish,1,conventional,non-request,42.939488437023286,-0.2579673245207176
384,56. Sound 3210600013024074142,1.0075,1.654,3210600013024074142,data/raw/scaled_stimuli_hashed/3210600013024074142.wav,data/raw/scaled_stimuli_hashed/6_statement_laptop.wav,statement,laptop,6,non-conventional,non-request,7.606996042630328,-0.9137947950354137
385,57. Sound 3328829578339044709,0.5863,1.1613,3328829578339044709,data/raw/scaled_stimuli_hashed/3328829578339044709.wav,data/raw/scaled_stimuli_hashed/3_request_piano.wav,request,piano,3,conventional,request,-118.33247463218908,-0.47711356319925347
386,58. Sound 3344636057434450251,0.9172,1.6956,3344636057434450251,data/raw/scaled_stimuli_hashed/3344636057434450251.wav,data/raw/scaled_stimuli_hashed/17_request_window.wav,request,window,17,conventional,request,-98.49507100548138,-3.0913239999371056
387,1. Sound 3477810236901519536,0.6125,1.3151,3477810236901519536,data/raw/scaled_stimuli_hashed/3477810236901519536.wav,data/raw/scaled_stimuli_hashed/18_question_window.wav,question,window,18,conventional,non-request,15.342636503538387,0.026942262709551187
388,2. Sound 3510587369591477524,0.6713,1.3663,3510587369591477524,data/raw/scaled_stimuli_hashed/3510587369591477524.wav,data/raw/scaled_stimuli_hashed/18_question_box.wav,question,box,18,conventional,non-request,14.17797345585214,-0.03885825460041202
389,3. Sound 3537744709641377131,0.7799,1.5767,3537744709641377131,data/raw/scaled_stimuli_hashed/3537744709641377131.wav,data/raw/scaled_stimuli_hashed/1_request_box.wav,request,box,1,conventional,request,37.84617500088382,-0.6914174198177524
