,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,survey_code,form_assignment,url,stimulus,button_pressed,type,condition,topic,speaker,form,responses,question_order,response,already_heard_by_speaker,Gender,Native_Speaker,Music_Ability,Age,Mobile
5890,,667.4399999901652,html-button-response,66,258397,0.0-7.0-6.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,laptop,3.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5891,,,audio-button-response,67,260650,0.0-7.0-7.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/3_request_car.wav,,,request,car,3.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5892,,1253.4199999645352,html-button-response,68,262159,0.0-7.0-7.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,car,3.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5893,,,audio-button-response,69,265154,0.0-7.0-8.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/3_request_back.wav,,,request,back,3.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5894,,494.13000000640744,html-button-response,70,265905,0.0-7.0-8.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,back,3.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5895,,,audio-button-response,71,267633,0.0-7.0-9.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/3_statement_phone.wav,,,statement,phone,3.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5896,,2231.6500004380937,html-button-response,72,270121,0.0-7.0-9.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,phone,3.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5897,,,audio-button-response,73,271848,0.0-7.0-10.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/3_request_phone.wav,,,request,phone,3.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5898,,740.5900000594555,html-button-response,74,272844,0.0-7.0-10.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,phone,3.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5899,,,audio-button-response,75,274779,0.0-7.0-11.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/3_statement_back.wav,,,statement,back,3.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5900,,761.3999997265637,html-button-response,76,275797,0.0-7.0-11.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,back,3.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5901,,,audio-button-response,77,277485,0.0-8.0-0.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_request_office.wav,,,request,office,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5902,,1050.1099997200074,html-button-response,78,278789,0.0-8.0-0.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,office,8.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5903,,,audio-button-response,79,280515,0.0-8.0-1.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_request_back.wav,,,request,back,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5904,,566.5899999439716,html-button-response,80,281333,0.0-8.0-1.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,back,8.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5905,,,audio-button-response,81,283400,0.0-8.0-2.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_statement_office.wav,,,statement,office,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5906,,544.8849997483194,html-button-response,82,284201,0.0-8.0-2.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,office,8.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5907,,,audio-button-response,83,286059,0.0-8.0-3.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_statement_laptop.wav,,,statement,laptop,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5908,,1300.9699997492135,html-button-response,84,287616,0.0-8.0-3.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,laptop,8.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5909,,,audio-button-response,85,289228,0.0-8.0-4.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_statement_phone.wav,,,statement,phone,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5910,,1429.6599999070165,html-button-response,86,290914,0.0-8.0-4.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,phone,8.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5911,,,audio-button-response,87,292514,0.0-8.0-5.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_request_soup.wav,,,request,soup,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5912,,593.75,html-button-response,88,293364,0.0-8.0-5.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,soup,8.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5913,,,audio-button-response,89,295347,0.0-8.0-6.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_statement_car.wav,,,statement,car,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5914,,1362.3350001871586,html-button-response,90,296962,0.0-8.0-6.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,car,8.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5915,,,audio-button-response,91,298784,0.0-8.0-7.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_request_laptop.wav,,,request,laptop,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5916,,1115.070000290871,html-button-response,92,300155,0.0-8.0-7.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,laptop,8.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5917,,,audio-button-response,93,302023,0.0-8.0-8.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_request_car.wav,,,request,car,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5918,,2226.7599999904637,html-button-response,94,304506,0.0-8.0-8.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,car,8.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5919,,,audio-button-response,95,306092,0.0-8.0-9.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_request_phone.wav,,,request,phone,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5920,,963.9200000092387,html-button-response,96,307310,0.0-8.0-9.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,phone,8.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5921,,,audio-button-response,97,308734,0.0-8.0-10.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_statement_soup.wav,,,statement,soup,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5922,,3312.504999805242,html-button-response,98,312302,0.0-8.0-10.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,soup,8.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5923,,,audio-button-response,99,313924,0.0-8.0-11.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/8_statement_back.wav,,,statement,back,8.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5924,,557.3350000195205,html-button-response,100,314737,0.0-8.0-11.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,back,8.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5925,,,audio-button-response,101,316733,0.0-9.0-0.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_statement_car.wav,,,statement,car,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5926,,1536.0650001093743,html-button-response,102,318525,0.0-9.0-0.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,car,2.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5927,,,audio-button-response,103,320356,0.0-9.0-1.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_request_phone.wav,,,request,phone,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5928,,631.4550000242889,html-button-response,104,321241,0.0-9.0-1.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,phone,2.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5929,,,audio-button-response,105,323398,0.0-9.0-2.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_request_back.wav,,,request,back,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5930,,525.3349998965858,html-button-response,106,324177,0.0-9.0-2.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,back,2.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5931,,,audio-button-response,107,325789,0.0-9.0-3.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_statement_phone.wav,,,statement,phone,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5932,,1161.0699999146166,html-button-response,108,327206,0.0-9.0-3.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,phone,2.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5933,,,audio-button-response,109,329133,0.0-9.0-4.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_statement_back.wav,,,statement,back,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5934,,632.8350002877414,html-button-response,110,330017,0.0-9.0-4.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,back,2.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5935,,,audio-button-response,111,331722,0.0-9.0-5.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_request_soup.wav,,,request,soup,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5936,,746.030000038445,html-button-response,112,332724,0.0-9.0-5.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,soup,2.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5937,,,audio-button-response,113,334613,0.0-9.0-6.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_request_car.wav,,,request,car,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5938,,843.3449999429287,html-button-response,114,335712,0.0-9.0-6.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,car,2.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5939,,,audio-button-response,115,337313,0.0-9.0-7.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_statement_soup.wav,,,statement,soup,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5940,,1573.8249998539684,html-button-response,116,339142,0.0-9.0-7.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,soup,2.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5941,,,audio-button-response,117,340860,0.0-9.0-8.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_request_laptop.wav,,,request,laptop,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5942,,1514.895000029355,html-button-response,118,342631,0.0-9.0-8.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,laptop,2.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5943,,,audio-button-response,119,344778,0.0-9.0-9.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_statement_office.wav,,,statement,office,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5944,,1499.729999806732,html-button-response,120,346534,0.0-9.0-9.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,office,2.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5945,,,audio-button-response,121,348482,0.0-9.0-10.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_request_office.wav,,,request,office,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5946,,459.6200003288686,html-button-response,122,349198,0.0-9.0-10.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,office,2.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5947,,,audio-button-response,123,350949,0.0-9.0-11.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/2_statement_laptop.wav,,,statement,laptop,2.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5948,,1478.9850004017353,html-button-response,124,352684,0.0-9.0-11.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,laptop,2.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5949,,,audio-button-response,125,354449,0.0-10.0-0.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_request_car.wav,,,request,car,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5950,,2323.86999996379,html-button-response,126,357029,0.0-10.0-0.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,car,21.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5951,,,audio-button-response,127,359105,0.0-10.0-1.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_request_laptop.wav,,,request,laptop,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5952,,922.0250002108514,html-button-response,128,360284,0.0-10.0-1.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,laptop,21.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5953,,,audio-button-response,129,361840,0.0-10.0-2.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_statement_phone.wav,,,statement,phone,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5954,,2985.330000054091,html-button-response,130,365076,0.0-10.0-2.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,phone,21.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5955,,,audio-button-response,131,366861,0.0-10.0-3.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_statement_laptop.wav,,,statement,laptop,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5956,,1631.9099999964237,html-button-response,132,368749,0.0-10.0-3.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,laptop,21.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5957,,,audio-button-response,133,371023,0.0-10.0-4.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_request_back.wav,,,request,back,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5958,,751.8699998036028,html-button-response,134,372027,0.0-10.0-4.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,back,21.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5959,,,audio-button-response,135,373740,0.0-10.0-5.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_statement_car.wav,,,statement,car,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5960,,3504.8850001767278,html-button-response,136,377496,0.0-10.0-5.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,car,21.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5961,,,audio-button-response,137,379098,0.0-10.0-6.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_statement_soup.wav,,,statement,soup,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5962,,789.1500000841916,html-button-response,138,380143,0.0-10.0-6.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,soup,21.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5963,,,audio-button-response,139,381989,0.0-10.0-7.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_statement_office.wav,,,statement,office,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5964,,609.9350000731647,html-button-response,140,382855,0.0-10.0-7.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,office,21.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5965,,,audio-button-response,141,385171,0.0-10.0-8.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_request_office.wav,,,request,office,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5966,,508.7600001133977,html-button-response,142,385932,0.0-10.0-8.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,office,21.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5967,,,audio-button-response,143,387632,0.0-10.0-9.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_statement_back.wav,,,statement,back,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5968,,615.8700003288686,html-button-response,144,388504,0.0-10.0-9.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,back,21.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5969,,,audio-button-response,145,390581,0.0-10.0-10.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_request_soup.wav,,,request,soup,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5970,,643.2499997317791,html-button-response,146,391481,0.0-10.0-10.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,soup,21.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5971,,,audio-button-response,147,393187,0.0-10.0-11.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/21_request_phone.wav,,,request,phone,21.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5972,,660.1150003261864,html-button-response,148,394103,0.0-10.0-11.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,phone,21.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5973,,,audio-button-response,149,395794,0.0-11.0-0.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_request_phone.wav,,,request,phone,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5974,,2765.870000235737,html-button-response,150,398816,0.0-11.0-0.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,phone,24.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5975,,,audio-button-response,151,400281,0.0-11.0-1.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_statement_phone.wav,,,statement,phone,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5976,,452.42500025779015,html-button-response,152,400986,0.0-11.0-1.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,phone,24.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5977,,,audio-button-response,153,402714,0.0-11.0-2.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_statement_laptop.wav,,,statement,laptop,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5978,,2598.3049999922514,html-button-response,154,405568,0.0-11.0-2.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,laptop,24.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5979,,,audio-button-response,155,407410,0.0-11.0-3.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_statement_car.wav,,,statement,car,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5980,,3615.6350001692767,html-button-response,156,411282,0.0-11.0-3.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,car,24.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5981,,,audio-button-response,157,413093,0.0-11.0-4.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_request_laptop.wav,,,request,laptop,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5982,,631.4550000242889,html-button-response,158,413981,0.0-11.0-4.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,laptop,24.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5983,,,audio-button-response,159,415624,0.0-11.0-5.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_request_soup.wav,,,request,soup,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5984,,2586.0150000080466,html-button-response,160,418466,0.0-11.0-5.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,soup,24.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5985,,,audio-button-response,161,420332,0.0-11.0-6.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_request_office.wav,,,request,office,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5986,,809.600000269711,html-button-response,162,421398,0.0-11.0-6.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,office,24.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5987,,,audio-button-response,163,423206,0.0-11.0-7.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_statement_back.wav,,,statement,back,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5988,,1451.545000076294,html-button-response,164,424914,0.0-11.0-7.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,back,24.0,nonconventional,,,Request,No,Female,Yes,4,20,Yes
5989,,,audio-button-response,165,426399,0.0-11.0-8.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_statement_soup.wav,,,statement,soup,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5990,,2385.5650001205504,html-button-response,166,429040,0.0-11.0-8.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,soup,24.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5991,,,audio-button-response,167,430782,0.0-11.0-9.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_request_back.wav,,,request,back,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5992,,626.2699998915194,html-button-response,168,431659,0.0-11.0-9.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,back,24.0,nonconventional,,,Non-Request,Yes,Female,Yes,4,20,Yes
5993,,,audio-button-response,169,433597,0.0-11.0-10.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_statement_office.wav,,,statement,office,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5994,,604.7700000926852,html-button-response,170,434456,0.0-11.0-10.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,statement,office,24.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5995,,,audio-button-response,171,436418,0.0-11.0-11.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/24_request_car.wav,,,request,car,24.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5996,,801.729999948293,html-button-response,172,437476,0.0-11.0-11.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,0.0,,request,car,24.0,nonconventional,,,Request,Yes,Female,Yes,4,20,Yes
5997,,,audio-button-response,173,439205,0.0-12.0-0.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/18_statement_car.wav,,,statement,car,18.0,nonconventional,,,,No,Female,Yes,4,20,Yes
5998,,574.6700000017881,html-button-response,174,440031,0.0-12.0-0.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,car,18.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
5999,,,audio-button-response,175,441469,0.0-12.0-1.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/18_statement_phone.wav,,,statement,phone,18.0,nonconventional,,,,No,Female,Yes,4,20,Yes
6000,,1856.7349999211729,html-button-response,176,443582,0.0-12.0-1.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,statement,phone,18.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
6001,,,audio-button-response,177,445254,0.0-12.0-2.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/18_request_laptop.wav,,,request,laptop,18.0,nonconventional,,,,No,Female,Yes,4,20,Yes
6002,,482.2100000455976,html-button-response,178,445987,0.0-12.0-2.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,laptop,18.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
6003,,,audio-button-response,179,447680,0.0-12.0-3.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/18_request_office.wav,,,request,office,18.0,nonconventional,,,,No,Female,Yes,4,20,Yes
6004,,883.2399998791516,html-button-response,180,448820,0.0-12.0-3.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,office,18.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
6005,,,audio-button-response,181,450490,0.0-12.0-4.0-0.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,../data/raw/scaled_stimuli_normed/18_request_back.wav,,,request,back,18.0,nonconventional,,,,No,Female,Yes,4,20,Yes
6006,,660.7500002719463,html-button-response,182,451407,0.0-12.0-4.0-1.0,l0jx9mlt27,l0jx9mlt27,non_conventional,,,1.0,,request,back,18.0,nonconventional,,,Non-Request,No,Female,Yes,4,20,Yes
