rt,trial_index,subject,form_assignment,button_pressed,condition,topic,speaker,form,response,already_heard_by_speaker,Gender,Native_Speaker,Music_Ability,Age,Mobile
1142.71,26,p79ey66rrd,conventional,0,question,temp,4,conventional,Request,Yes,Female,Yes,4,20,No
,27,p79ey66rrd,conventional,,question,piano,4,conventional,,No,Female,Yes,4,20,No
279.78,28,p79ey66rrd,conventional,0,question,piano,4,conventional,Request,Yes,Female,Yes,4,20,No
,29,p79ey66rrd,conventional,,request,temp,8,conventional,,No,Female,Yes,4,20,No
241.435,30,p79ey66rrd,conventional,0,request,temp,8,conventional,Request,No,Female,Yes,4,20,No
,31,p79ey66rrd,conventional,,question,piano,8,conventional,,No,Female,Yes,4,20,No
254.58,32,p79ey66rrd,conventional,0,question,piano,8,conventional,Request,No,Female,Yes,4,20,No
,33,p79ey66rrd,conventional,,request,box,8,conventional,,No,Female,Yes,4,20,No
327.555,34,p79ey66rrd,conventional,0,request,box,8,conventional,Request,No,Female,Yes,4,20,No
,35,p79ey66rrd,conventional,,question,temp,8,conventional,,No,Female,Yes,4,20,No
648.285,36,p79ey66rrd,conventional,0,question,temp,8,conventional,Request,Yes,Female,Yes,4,20,No
,37,p79ey66rrd,conventional,,request,piano,8,conventional,,No,Female,Yes,4,20,No
176.95,38,p79ey66rrd,conventional,0,request,piano,8,conventional,Request,Yes,Female,Yes,4,20,No
,39,p79ey66rrd,conventional,,request,window,8,conventional,,No,Female,Yes,4,20,No
183.1,40,p79ey66rrd,conventional,0,request,window,8,conventional,Request,No,Female,Yes,4,20,No
,41,p79ey66rrd,conventional,,question,window,8,conventional,,No,Female,Yes,4,20,No
538.49,42,p79ey66rrd,conventional,0,question,window,8,conventional,Request,Yes,Female,Yes,4,20,No
,43,p79ey66rrd,conventional,,question,Spanish,8,conventional,,No,Female,Yes,4,20,No
276.885,44,p79ey66rrd,conventional,0,question,Spanish,8,conventional,Request,No,Female,Yes,4,20,No
,45,p79ey66rrd,conventional,,request,door,8,conventional,,No,Female,Yes,4,20,No
194.965,46,p79ey66rrd,conventional,0,request,door,8,conventional,Request,No,Female,Yes,4,20,No
,47,p79ey66rrd,conventional,,request,Spanish,8,conventional,,No,Female,Yes,4,20,No
261.445,48,p79ey66rrd,conventional,0,request,Spanish,8,conventional,Request,Yes,Female,Yes,4,20,No
,49,p79ey66rrd,conventional,,question,door,8,conventional,,No,Female,Yes,4,20,No
300.875,50,p79ey66rrd,conventional,0,question,door,8,conventional,Request,Yes,Female,Yes,4,20,No
,51,p79ey66rrd,conventional,,question,box,8,conventional,,No,Female,Yes,4,20,No
166.955,52,p79ey66rrd,conventional,0,question,box,8,conventional,Request,Yes,Female,Yes,4,20,No
,53,p79ey66rrd,conventional,,question,window,24,conventional,,No,Female,Yes,4,20,No
313.695,54,p79ey66rrd,conventional,0,question,window,24,conventional,Request,No,Female,Yes,4,20,No
,55,p79ey66rrd,conventional,,question,Spanish,24,conventional,,No,Female,Yes,4,20,No
259.52,56,p79ey66rrd,conventional,0,question,Spanish,24,conventional,Request,No,Female,Yes,4,20,No
,57,p79ey66rrd,conventional,,question,door,24,conventional,,No,Female,Yes,4,20,No
503.89,58,p79ey66rrd,conventional,0,question,door,24,conventional,Request,No,Female,Yes,4,20,No
,59,p79ey66rrd,conventional,,request,temp,24,conventional,,No,Female,Yes,4,20,No
211.985,60,p79ey66rrd,conventional,0,request,temp,24,conventional,Request,No,Female,Yes,4,20,No
,61,p79ey66rrd,conventional,,question,piano,24,conventional,,No,Female,Yes,4,20,No
248.05,62,p79ey66rrd,conventional,0,question,piano,24,conventional,Request,No,Female,Yes,4,20,No
,63,p79ey66rrd,conventional,,request,window,24,conventional,,No,Female,Yes,4,20,No
354.44,64,p79ey66rrd,conventional,0,request,window,24,conventional,Request,Yes,Female,Yes,4,20,No
,65,p79ey66rrd,conventional,,request,piano,24,conventional,,No,Female,Yes,4,20,No
219.535,66,p79ey66rrd,conventional,0,request,piano,24,conventional,Request,Yes,Female,Yes,4,20,No
,67,p79ey66rrd,conventional,,request,box,24,conventional,,No,Female,Yes,4,20,No
335.65,68,p79ey66rrd,conventional,0,request,box,24,conventional,Request,No,Female,Yes,4,20,No
,69,p79ey66rrd,conventional,,request,Spanish,24,conventional,,No,Female,Yes,4,20,No
186.83,70,p79ey66rrd,conventional,0,request,Spanish,24,conventional,Request,Yes,Female,Yes,4,20,No
,71,p79ey66rrd,conventional,,question,temp,24,conventional,,No,Female,Yes,4,20,No
228.76,72,p79ey66rrd,conventional,0,question,temp,24,conventional,Request,Yes,Female,Yes,4,20,No
,73,p79ey66rrd,conventional,,question,box,24,conventional,,No,Female,Yes,4,20,No
463.715,74,p79ey66rrd,conventional,0,question,box,24,conventional,Request,Yes,Female,Yes,4,20,No
,75,p79ey66rrd,conventional,,request,door,24,conventional,,No,Female,Yes,4,20,No
276.295,76,p79ey66rrd,conventional,0,request,door,24,conventional,Request,Yes,Female,Yes,4,20,No
,77,p79ey66rrd,conventional,,request,temp,2,conventional,,No,Female,Yes,4,20,No
178.765,78,p79ey66rrd,conventional,0,request,temp,2,conventional,Request,No,Female,Yes,4,20,No
,79,p79ey66rrd,conventional,,request,Spanish,2,conventional,,No,Female,Yes,4,20,No
338.3,80,p79ey66rrd,conventional,0,request,Spanish,2,conventional,Request,No,Female,Yes,4,20,No
,81,p79ey66rrd,conventional,,request,piano,2,conventional,,No,Female,Yes,4,20,No
284.4,82,p79ey66rrd,conventional,0,request,piano,2,conventional,Request,No,Female,Yes,4,20,No
,83,p79ey66rrd,conventional,,question,piano,2,conventional,,No,Female,Yes,4,20,No
354.985,84,p79ey66rrd,conventional,0,question,piano,2,conventional,Request,Yes,Female,Yes,4,20,No
,85,p79ey66rrd,conventional,,question,box,2,conventional,,No,Female,Yes,4,20,No
894.79,86,p79ey66rrd,conventional,0,question,box,2,conventional,Request,No,Female,Yes,4,20,No
,87,p79ey66rrd,conventional,,question,window,2,conventional,,No,Female,Yes,4,20,No
268.495,88,p79ey66rrd,conventional,0,question,window,2,conventional,Request,No,Female,Yes,4,20,No
,89,p79ey66rrd,conventional,,request,door,2,conventional,,No,Female,Yes,4,20,No
296.9,90,p79ey66rrd,conventional,0,request,door,2,conventional,Request,No,Female,Yes,4,20,No
,91,p79ey66rrd,conventional,,request,box,2,conventional,,No,Female,Yes,4,20,No
624.815,92,p79ey66rrd,conventional,0,request,box,2,conventional,Request,Yes,Female,Yes,4,20,No
,93,p79ey66rrd,conventional,,question,Spanish,2,conventional,,No,Female,Yes,4,20,No
1048.205,94,p79ey66rrd,conventional,0,question,Spanish,2,conventional,Request,Yes,Female,Yes,4,20,No
,95,p79ey66rrd,conventional,,question,door,2,conventional,,No,Female,Yes,4,20,No
326.995,96,p79ey66rrd,conventional,0,question,door,2,conventional,Request,Yes,Female,Yes,4,20,No
,97,p79ey66rrd,conventional,,question,temp,2,conventional,,No,Female,Yes,4,20,No
539.65,98,p79ey66rrd,conventional,0,question,temp,2,conventional,Request,Yes,Female,Yes,4,20,No
,99,p79ey66rrd,conventional,,request,window,2,conventional,,No,Female,Yes,4,20,No
305.35,100,p79ey66rrd,conventional,0,request,window,2,conventional,Request,Yes,Female,Yes,4,20,No
,101,p79ey66rrd,conventional,,question,window,9,conventional,,No,Female,Yes,4,20,No
484.705,102,p79ey66rrd,conventional,0,question,window,9,conventional,Request,No,Female,Yes,4,20,No
,103,p79ey66rrd,conventional,,question,piano,9,conventional,,No,Female,Yes,4,20,No
235.555,104,p79ey66rrd,conventional,0,question,piano,9,conventional,Request,No,Female,Yes,4,20,No
,105,p79ey66rrd,conventional,,question,Spanish,9,conventional,,No,Female,Yes,4,20,No
155.36,106,p79ey66rrd,conventional,0,question,Spanish,9,conventional,Request,No,Female,Yes,4,20,No
,107,p79ey66rrd,conventional,,request,box,9,conventional,,No,Female,Yes,4,20,No
263.665,108,p79ey66rrd,conventional,0,request,box,9,conventional,Request,No,Female,Yes,4,20,No
,109,p79ey66rrd,conventional,,question,door,9,conventional,,No,Female,Yes,4,20,No
382.48,110,p79ey66rrd,conventional,0,question,door,9,conventional,Request,No,Female,Yes,4,20,No
,111,p79ey66rrd,conventional,,request,Spanish,9,conventional,,No,Female,Yes,4,20,No
385.345,112,p79ey66rrd,conventional,0,request,Spanish,9,conventional,Request,Yes,Female,Yes,4,20,No
,113,p79ey66rrd,conventional,,question,box,9,conventional,,No,Female,Yes,4,20,No
323.425,114,p79ey66rrd,conventional,0,question,box,9,conventional,Request,Yes,Female,Yes,4,20,No
,115,p79ey66rrd,conventional,,request,piano,9,conventional,,No,Female,Yes,4,20,No
182.485,116,p79ey66rrd,conventional,0,request,piano,9,conventional,Request,Yes,Female,Yes,4,20,No
,117,p79ey66rrd,conventional,,question,temp,9,conventional,,No,Female,Yes,4,20,No
724.355,118,p79ey66rrd,conventional,0,question,temp,9,conventional,Request,No,Female,Yes,4,20,No
,119,p79ey66rrd,conventional,,request,door,9,conventional,,No,Female,Yes,4,20,No
279.97,120,p79ey66rrd,conventional,0,request,door,9,conventional,Request,Yes,Female,Yes,4,20,No
,121,p79ey66rrd,conventional,,request,temp,9,conventional,,No,Female,Yes,4,20,No
319.775,122,p79ey66rrd,conventional,0,request,temp,9,conventional,Request,Yes,Female,Yes,4,20,No
,123,p79ey66rrd,conventional,,request,window,9,conventional,,No,Female,Yes,4,20,No
484.31,124,p79ey66rrd,conventional,0,request,window,9,conventional,Request,Yes,Female,Yes,4,20,No
,125,p79ey66rrd,conventional,,question,piano,21,conventional,,No,Female,Yes,4,20,No
218.51,126,p79ey66rrd,conventional,0,question,piano,21,conventional,Request,No,Female,Yes,4,20,No
,127,p79ey66rrd,conventional,,question,window,21,conventional,,No,Female,Yes,4,20,No
213.95,128,p79ey66rrd,conventional,0,question,window,21,conventional,Request,No,Female,Yes,4,20,No
,129,p79ey66rrd,conventional,,question,temp,21,conventional,,No,Female,Yes,4,20,No
305.125,130,p79ey66rrd,conventional,0,question,temp,21,conventional,Request,No,Female,Yes,4,20,No
,131,p79ey66rrd,conventional,,request,window,21,conventional,,No,Female,Yes,4,20,No
467.68,132,p79ey66rrd,conventional,0,request,window,21,conventional,Request,Yes,Female,Yes,4,20,No
,133,p79ey66rrd,conventional,,question,box,21,conventional,,No,Female,Yes,4,20,No
206.5,134,p79ey66rrd,conventional,0,question,box,21,conventional,Request,No,Female,Yes,4,20,No
,135,p79ey66rrd,conventional,,request,piano,21,conventional,,No,Female,Yes,4,20,No
303.52,136,p79ey66rrd,conventional,0,request,piano,21,conventional,Request,Yes,Female,Yes,4,20,No
,137,p79ey66rrd,conventional,,request,door,21,conventional,,No,Female,Yes,4,20,No
299.89,138,p79ey66rrd,conventional,0,request,door,21,conventional,Request,No,Female,Yes,4,20,No
,139,p79ey66rrd,conventional,,question,door,21,conventional,,No,Female,Yes,4,20,No
362.525,140,p79ey66rrd,conventional,0,question,door,21,conventional,Request,Yes,Female,Yes,4,20,No
,141,p79ey66rrd,conventional,,request,temp,21,conventional,,No,Female,Yes,4,20,No
223.015,142,p79ey66rrd,conventional,0,request,temp,21,conventional,Request,Yes,Female,Yes,4,20,No
,143,p79ey66rrd,conventional,,request,box,21,conventional,,No,Female,Yes,4,20,No
306.335,144,p79ey66rrd,conventional,0,request,box,21,conventional,Request,Yes,Female,Yes,4,20,No
,145,p79ey66rrd,conventional,,request,Spanish,21,conventional,,No,Female,Yes,4,20,No
276.745,146,p79ey66rrd,conventional,0,request,Spanish,21,conventional,Request,No,Female,Yes,4,20,No
,147,p79ey66rrd,conventional,,question,Spanish,21,conventional,,No,Female,Yes,4,20,No
292.82,148,p79ey66rrd,conventional,0,question,Spanish,21,conventional,Request,Yes,Female,Yes,4,20,No
,149,p79ey66rrd,conventional,,request,piano,25,conventional,,No,Female,Yes,4,20,No
319.96,150,p79ey66rrd,conventional,0,request,piano,25,conventional,Request,No,Female,Yes,4,20,No
,151,p79ey66rrd,conventional,,request,Spanish,25,conventional,,No,Female,Yes,4,20,No
306.32,152,p79ey66rrd,conventional,0,request,Spanish,25,conventional,Request,No,Female,Yes,4,20,No
,153,p79ey66rrd,conventional,,question,window,25,conventional,,No,Female,Yes,4,20,No
489.895,154,p79ey66rrd,conventional,0,question,window,25,conventional,Request,No,Female,Yes,4,20,No
,155,p79ey66rrd,conventional,,question,Spanish,25,conventional,,No,Female,Yes,4,20,No
271.155,156,p79ey66rrd,conventional,0,question,Spanish,25,conventional,Request,Yes,Female,Yes,4,20,No
,157,p79ey66rrd,conventional,,request,box,25,conventional,,No,Female,Yes,4,20,No
365.08,158,p79ey66rrd,conventional,0,request,box,25,conventional,Request,No,Female,Yes,4,20,No
,159,p79ey66rrd,conventional,,question,piano,25,conventional,,No,Female,Yes,4,20,No
323.525,160,p79ey66rrd,conventional,0,question,piano,25,conventional,Request,Yes,Female,Yes,4,20,No
,161,p79ey66rrd,conventional,,request,door,25,conventional,,No,Female,Yes,4,20,No
215.3,162,p79ey66rrd,conventional,0,request,door,25,conventional,Request,No,Female,Yes,4,20,No
,163,p79ey66rrd,conventional,,question,box,25,conventional,,No,Female,Yes,4,20,No
280.67,164,p79ey66rrd,conventional,0,question,box,25,conventional,Request,Yes,Female,Yes,4,20,No
,165,p79ey66rrd,conventional,,question,door,25,conventional,,No,Female,Yes,4,20,No
232.59,166,p79ey66rrd,conventional,0,question,door,25,conventional,Request,Yes,Female,Yes,4,20,No
,167,p79ey66rrd,conventional,,question,temp,25,conventional,,No,Female,Yes,4,20,No
289.69,168,p79ey66rrd,conventional,0,question,temp,25,conventional,Request,No,Female,Yes,4,20,No
,169,p79ey66rrd,conventional,,request,window,25,conventional,,No,Female,Yes,4,20,No
270.455,170,p79ey66rrd,conventional,0,request,window,25,conventional,Request,Yes,Female,Yes,4,20,No
,171,p79ey66rrd,conventional,,request,temp,25,conventional,,No,Female,Yes,4,20,No
590.53,172,p79ey66rrd,conventional,0,request,temp,25,conventional,Request,Yes,Female,Yes,4,20,No
,173,p79ey66rrd,conventional,,request,window,22,conventional,,No,Female,Yes,4,20,No
521.465,174,p79ey66rrd,conventional,0,request,window,22,conventional,Request,No,Female,Yes,4,20,No
,175,p79ey66rrd,conventional,,request,door,22,conventional,,No,Female,Yes,4,20,No
371.77,176,p79ey66rrd,conventional,0,request,door,22,conventional,Request,No,Female,Yes,4,20,No
,177,p79ey66rrd,conventional,,request,piano,22,conventional,,No,Female,Yes,4,20,No
134.855,178,p79ey66rrd,conventional,0,request,piano,22,conventional,Request,No,Female,Yes,4,20,No
,179,p79ey66rrd,conventional,,question,box,22,conventional,,No,Female,Yes,4,20,No
294.105,180,p79ey66rrd,conventional,0,question,box,22,conventional,Request,No,Female,Yes,4,20,No
,181,p79ey66rrd,conventional,,question,door,22,conventional,,No,Female,Yes,4,20,No
166.285,182,p79ey66rrd,conventional,0,question,door,22,conventional,Request,Yes,Female,Yes,4,20,No
,183,p79ey66rrd,conventional,,question,temp,22,conventional,,No,Female,Yes,4,20,No
166.83,184,p79ey66rrd,conventional,0,question,temp,22,conventional,Request,No,Female,Yes,4,20,No
,185,p79ey66rrd,conventional,,request,Spanish,22,conventional,,No,Female,Yes,4,20,No
432.25,186,p79ey66rrd,conventional,0,request,Spanish,22,conventional,Request,No,Female,Yes,4,20,No
,187,p79ey66rrd,conventional,,question,piano,22,conventional,,No,Female,Yes,4,20,No
598.28,188,p79ey66rrd,conventional,0,question,piano,22,conventional,Request,Yes,Female,Yes,4,20,No
,189,p79ey66rrd,conventional,,request,temp,22,conventional,,No,Female,Yes,4,20,No
336.505,190,p79ey66rrd,conventional,0,request,temp,22,conventional,Request,Yes,Female,Yes,4,20,No
,191,p79ey66rrd,conventional,,question,Spanish,22,conventional,,No,Female,Yes,4,20,No
298.27,192,p79ey66rrd,conventional,0,question,Spanish,22,conventional,Request,Yes,Female,Yes,4,20,No
,193,p79ey66rrd,conventional,,request,box,22,conventional,,No,Female,Yes,4,20,No
421.05,194,p79ey66rrd,conventional,0,request,box,22,conventional,Request,Yes,Female,Yes,4,20,No
,195,p79ey66rrd,conventional,,question,window,22,conventional,,No,Female,Yes,4,20,No
367.56,196,p79ey66rrd,conventional,0,question,window,22,conventional,Request,Yes,Female,Yes,4,20,No
,197,p79ey66rrd,conventional,,question,temp,1,conventional,,No,Female,Yes,4,20,No
621.535,198,p79ey66rrd,conventional,0,question,temp,1,conventional,Request,No,Female,Yes,4,20,No
,199,p79ey66rrd,conventional,,request,temp,1,conventional,,No,Female,Yes,4,20,No
323.76,200,p79ey66rrd,conventional,0,request,temp,1,conventional,Request,Yes,Female,Yes,4,20,No
,201,p79ey66rrd,conventional,,question,box,1,conventional,,No,Female,Yes,4,20,No
336.855,202,p79ey66rrd,conventional,0,question,box,1,conventional,Request,No,Female,Yes,4,20,No
,203,p79ey66rrd,conventional,,request,piano,1,conventional,,No,Female,Yes,4,20,No
562.405,204,p79ey66rrd,conventional,0,request,piano,1,conventional,Request,No,Female,Yes,4,20,No
,205,p79ey66rrd,conventional,,question,Spanish,1,conventional,,No,Female,Yes,4,20,No
166.375,206,p79ey66rrd,conventional,0,question,Spanish,1,conventional,Request,No,Female,Yes,4,20,No
,207,p79ey66rrd,conventional,,question,piano,1,conventional,,No,Female,Yes,4,20,No
358.605,208,p79ey66rrd,conventional,0,question,piano,1,conventional,Request,Yes,Female,Yes,4,20,No
,209,p79ey66rrd,conventional,,request,Spanish,1,conventional,,No,Female,Yes,4,20,No
380.28,210,p79ey66rrd,conventional,0,request,Spanish,1,conventional,Request,Yes,Female,Yes,4,20,No
,211,p79ey66rrd,conventional,,request,box,1,conventional,,No,Female,Yes,4,20,No
418.465,212,p79ey66rrd,conventional,0,request,box,1,conventional,Request,Yes,Female,Yes,4,20,No
,213,p79ey66rrd,conventional,,question,door,1,conventional,,No,Female,Yes,4,20,No
181.01,214,p79ey66rrd,conventional,0,question,door,1,conventional,Request,No,Female,Yes,4,20,No
,215,p79ey66rrd,conventional,,question,window,1,conventional,,No,Female,Yes,4,20,No
229.26,216,p79ey66rrd,conventional,0,question,window,1,conventional,Request,No,Female,Yes,4,20,No
,217,p79ey66rrd,conventional,,request,door,1,conventional,,No,Female,Yes,4,20,No
295.39,218,p79ey66rrd,conventional,0,request,door,1,conventional,Request,Yes,Female,Yes,4,20,No
,219,p79ey66rrd,conventional,,request,window,1,conventional,,No,Female,Yes,4,20,No
503.46,220,p79ey66rrd,conventional,0,request,window,1,conventional,Request,Yes,Female,Yes,4,20,No
1326.935,221,p79ey66rrd,conventional,,,,,,,No,Female,Yes,4,20,No
10680.845,222,p79ey66rrd,conventional,,,,,,,No,Female,Yes,4,20,No
2360.595,223,p79ey66rrd,conventional,,,,,,,No,Female,Yes,4,20,No
584662.865,0,lr0rmdm9fl,non_conventional,,,,,,,No,Female,Yes,5,20,Yes
43646.615,1,lr0rmdm9fl,non_conventional,,,,,,,No,Female,Yes,5,20,Yes
9345.76,2,lr0rmdm9fl,non_conventional,,,,,,,No,Female,Yes,5,20,Yes
4971.58,3,lr0rmdm9fl,non_conventional,2,,,,,,No,Female,Yes,5,20,Yes
55685.125,4,lr0rmdm9fl,non_conventional,,,,,,,No,Female,Yes,5,20,Yes
,5,lr0rmdm9fl,non_conventional,,statement,back,22,nonconventional,,No,Female,Yes,5,20,Yes
4650.11,6,lr0rmdm9fl,non_conventional,1,statement,back,22,nonconventional,Non-Request,No,Female,Yes,5,20,Yes
,7,lr0rmdm9fl,non_conventional,,request,car,22,nonconventional,,No,Female,Yes,5,20,Yes
7821.885,8,lr0rmdm9fl,non_conventional,0,request,car,22,nonconventional,Request,No,Female,Yes,5,20,Yes
,9,lr0rmdm9fl,non_conventional,,statement,laptop,22,nonconventional,,No,Female,Yes,5,20,Yes
2973.205,10,lr0rmdm9fl,non_conventional,0,statement,laptop,22,nonconventional,Request,No,Female,Yes,5,20,Yes
,11,lr0rmdm9fl,non_conventional,,statement,phone,22,nonconventional,,No,Female,Yes,5,20,Yes
746.77,12,lr0rmdm9fl,non_conventional,1,statement,phone,22,nonconventional,Non-Request,No,Female,Yes,5,20,Yes
,13,lr0rmdm9fl,non_conventional,,request,laptop,22,nonconventional,,No,Female,Yes,5,20,Yes
3952.845,14,lr0rmdm9fl,non_conventional,0,request,laptop,22,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,15,lr0rmdm9fl,non_conventional,,request,office,22,nonconventional,,No,Female,Yes,5,20,Yes
2914.19,16,lr0rmdm9fl,non_conventional,0,request,office,22,nonconventional,Request,No,Female,Yes,5,20,Yes
,17,lr0rmdm9fl,non_conventional,,request,phone,22,nonconventional,,No,Female,Yes,5,20,Yes
720.455,18,lr0rmdm9fl,non_conventional,1,request,phone,22,nonconventional,Non-Request,Yes,Female,Yes,5,20,Yes
,19,lr0rmdm9fl,non_conventional,,statement,office,22,nonconventional,,No,Female,Yes,5,20,Yes
539.76,20,lr0rmdm9fl,non_conventional,0,statement,office,22,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,21,lr0rmdm9fl,non_conventional,,statement,soup,22,nonconventional,,No,Female,Yes,5,20,Yes
634.02,22,lr0rmdm9fl,non_conventional,0,statement,soup,22,nonconventional,Request,No,Female,Yes,5,20,Yes
,23,lr0rmdm9fl,non_conventional,,request,soup,22,nonconventional,,No,Female,Yes,5,20,Yes
406.25,24,lr0rmdm9fl,non_conventional,0,request,soup,22,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,25,lr0rmdm9fl,non_conventional,,statement,car,22,nonconventional,,No,Female,Yes,5,20,Yes
363.575,26,lr0rmdm9fl,non_conventional,0,statement,car,22,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,27,lr0rmdm9fl,non_conventional,,request,back,22,nonconventional,,No,Female,Yes,5,20,Yes
4113.13,28,lr0rmdm9fl,non_conventional,1,request,back,22,nonconventional,Non-Request,Yes,Female,Yes,5,20,Yes
,29,lr0rmdm9fl,non_conventional,,request,car,25,nonconventional,,No,Female,Yes,5,20,Yes
1034.97,30,lr0rmdm9fl,non_conventional,0,request,car,25,nonconventional,Request,No,Female,Yes,5,20,Yes
,31,lr0rmdm9fl,non_conventional,,statement,car,25,nonconventional,,No,Female,Yes,5,20,Yes
413.09,32,lr0rmdm9fl,non_conventional,0,statement,car,25,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,33,lr0rmdm9fl,non_conventional,,request,laptop,25,nonconventional,,No,Female,Yes,5,20,Yes
758.22,34,lr0rmdm9fl,non_conventional,0,request,laptop,25,nonconventional,Request,No,Female,Yes,5,20,Yes
,35,lr0rmdm9fl,non_conventional,,statement,back,25,nonconventional,,No,Female,Yes,5,20,Yes
476.605,36,lr0rmdm9fl,non_conventional,1,statement,back,25,nonconventional,Non-Request,No,Female,Yes,5,20,Yes
,37,lr0rmdm9fl,non_conventional,,statement,phone,25,nonconventional,,No,Female,Yes,5,20,Yes
440.98,38,lr0rmdm9fl,non_conventional,1,statement,phone,25,nonconventional,Non-Request,No,Female,Yes,5,20,Yes
,39,lr0rmdm9fl,non_conventional,,statement,soup,25,nonconventional,,No,Female,Yes,5,20,Yes
364.57,40,lr0rmdm9fl,non_conventional,0,statement,soup,25,nonconventional,Request,No,Female,Yes,5,20,Yes
,41,lr0rmdm9fl,non_conventional,,request,phone,25,nonconventional,,No,Female,Yes,5,20,Yes
1658.18,42,lr0rmdm9fl,non_conventional,1,request,phone,25,nonconventional,Non-Request,Yes,Female,Yes,5,20,Yes
,43,lr0rmdm9fl,non_conventional,,request,back,25,nonconventional,,No,Female,Yes,5,20,Yes
804.32,44,lr0rmdm9fl,non_conventional,1,request,back,25,nonconventional,Non-Request,Yes,Female,Yes,5,20,Yes
,45,lr0rmdm9fl,non_conventional,,statement,office,25,nonconventional,,No,Female,Yes,5,20,Yes
390.73,46,lr0rmdm9fl,non_conventional,0,statement,office,25,nonconventional,Request,No,Female,Yes,5,20,Yes
,47,lr0rmdm9fl,non_conventional,,request,office,25,nonconventional,,No,Female,Yes,5,20,Yes
692.03,48,lr0rmdm9fl,non_conventional,0,request,office,25,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,49,lr0rmdm9fl,non_conventional,,statement,laptop,25,nonconventional,,No,Female,Yes,5,20,Yes
14427.725,50,lr0rmdm9fl,non_conventional,0,statement,laptop,25,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,51,lr0rmdm9fl,non_conventional,,request,soup,25,nonconventional,,No,Female,Yes,5,20,Yes
390.27,52,lr0rmdm9fl,non_conventional,0,request,soup,25,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,53,lr0rmdm9fl,non_conventional,,request,car,4,nonconventional,,No,Female,Yes,5,20,Yes
286.495,54,lr0rmdm9fl,non_conventional,0,request,car,4,nonconventional,Request,No,Female,Yes,5,20,Yes
,55,lr0rmdm9fl,non_conventional,,statement,office,4,nonconventional,,No,Female,Yes,5,20,Yes
412.58,56,lr0rmdm9fl,non_conventional,0,statement,office,4,nonconventional,Request,No,Female,Yes,5,20,Yes
,57,lr0rmdm9fl,non_conventional,,statement,car,4,nonconventional,,No,Female,Yes,5,20,Yes
401.08,58,lr0rmdm9fl,non_conventional,0,statement,car,4,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,59,lr0rmdm9fl,non_conventional,,request,office,4,nonconventional,,No,Female,Yes,5,20,Yes
1196.97,60,lr0rmdm9fl,non_conventional,0,request,office,4,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,61,lr0rmdm9fl,non_conventional,,request,phone,4,nonconventional,,No,Female,Yes,5,20,Yes
4254.645,62,lr0rmdm9fl,non_conventional,1,request,phone,4,nonconventional,Non-Request,No,Female,Yes,5,20,Yes
,63,lr0rmdm9fl,non_conventional,,statement,phone,4,nonconventional,,No,Female,Yes,5,20,Yes
888.54,64,lr0rmdm9fl,non_conventional,1,statement,phone,4,nonconventional,Non-Request,Yes,Female,Yes,5,20,Yes
,65,lr0rmdm9fl,non_conventional,,statement,soup,4,nonconventional,,No,Female,Yes,5,20,Yes
1034.945,66,lr0rmdm9fl,non_conventional,0,statement,soup,4,nonconventional,Request,No,Female,Yes,5,20,Yes
,67,lr0rmdm9fl,non_conventional,,request,soup,4,nonconventional,,No,Female,Yes,5,20,Yes
803.755,68,lr0rmdm9fl,non_conventional,0,request,soup,4,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,69,lr0rmdm9fl,non_conventional,,request,back,4,nonconventional,,No,Female,Yes,5,20,Yes
1774.375,70,lr0rmdm9fl,non_conventional,0,request,back,4,nonconventional,Request,No,Female,Yes,5,20,Yes
,71,lr0rmdm9fl,non_conventional,,request,laptop,4,nonconventional,,No,Female,Yes,5,20,Yes
3076.61,72,lr0rmdm9fl,non_conventional,0,request,laptop,4,nonconventional,Request,No,Female,Yes,5,20,Yes
,73,lr0rmdm9fl,non_conventional,,statement,back,4,nonconventional,,No,Female,Yes,5,20,Yes
808.39,74,lr0rmdm9fl,non_conventional,1,statement,back,4,nonconventional,Non-Request,Yes,Female,Yes,5,20,Yes
,75,lr0rmdm9fl,non_conventional,,statement,laptop,4,nonconventional,,No,Female,Yes,5,20,Yes
1716.255,76,lr0rmdm9fl,non_conventional,0,statement,laptop,4,nonconventional,Request,Yes,Female,Yes,5,20,Yes
,77,lr0rmdm9fl,non_conventional,,request,laptop,19,nonconventional,,No,Female,Yes,5,20,Yes
5096.515,78,lr0rmdm9fl,non_conventional,0,request,laptop,19,nonconventional,Request,No,Female,Yes,5,20,Yes
,79,lr0rmdm9fl,non_conventional,,statement,car,19,nonconventional,,No,Female,Yes,5,20,Yes
1145.835,80,lr0rmdm9fl,non_conventional,0,statement,car,19,nonconventional,Request,No,Female,Yes,5,20,Yes
